Date,Open,High,Low,Close,Volume,Adj Close
2013-02-13,22.32,22.88,22.09,22.49,32447600,22.49
2013-02-12,22.57,22.74,22.17,22.37,28684100,22.37
2013-02-11,22.91,23.12,22.50,22.60,30761500,22.60
2013-02-08,23.31,23.33,22.91,22.99,32896200,22.99
2013-02-07,23.24,24.40,23.17,23.46,51221200,23.46
2013-02-06,24.13,24.23,23.50,23.55,39091900,23.55
2013-02-05,24.15,24.25,23.22,23.67,30881500,23.67
2013-02-04,23.80,24.70,23.53,24.68,43369600,24.68
2013-02-01,23.39,23.42,22.81,23.09,41738200,23.09
2013-01-31,24.45,24.61,23.82,24.34,29503600,24.34
2013-01-30,23.39,24.33,23.11,24.27,40765800,24.27
2013-01-29,23.92,24.08,22.68,22.86,36458900,22.86
2013-01-28,22.89,23.86,22.89,23.57,28901000,23.57
2013-01-25,22.86,23.40,22.58,22.95,37399300,22.95
2013-01-24,22.81,24.10,22.45,22.80,50349900,22.80
2013-01-23,23.28,23.37,22.54,22.67,32085800,22.67
2013-01-22,24.01,24.46,23.17,23.30,29961500,23.30
2013-01-18,25.36,25.53,23.88,23.98,45468100,23.98
2013-01-17,25.15,25.63,25.05,25.63,23574900,25.63
2013-01-16,25.82,25.97,25.22,25.49,24636700,25.49
2013-01-15,26.35,26.45,25.80,26.04,19290000,26.04
2013-01-14,26.41,26.63,25.91,26.03,22215300,26.03
2013-01-11,26.60,26.93,26.45,26.46,23714800,26.46
2013-01-10,26.70,27.12,26.50,26.57,29035000,26.57
2013-01-09,26.75,27.48,26.69,27.24,21841900,27.24
2013-01-08,27.33,27.82,27.09,27.18,27044400,27.18
2013-01-07,27.87,28.07,27.36,27.52,23088300,27.52
2013-01-04,28.05,28.19,27.40,27.55,27567500,27.55
2013-01-03,28.21,28.56,27.53,28.13,23947500,28.13
2013-01-02,28.67,29.54,28.03,28.05,37091200,28.05
2012-12-31,36.40,36.79,31.40,31.81,58919000,31.81
2012-12-28,34.82,35.67,33.92,35.43,36799300,35.43
2012-12-27,33.66,35.88,33.31,33.71,42952100,33.71
2012-12-26,32.52,33.81,32.44,33.74,22342300,33.74
2012-12-24,32.01,32.42,31.87,31.96,10268700,31.96
2012-12-21,33.02,33.13,32.02,32.54,44045400,32.54
2012-12-20,29.71,30.71,29.51,30.46,25820300,30.46
2012-12-19,28.13,29.84,28.12,29.79,26586400,29.79
2012-12-18,28.83,28.96,27.94,28.15,25398300,28.15
2012-12-17,30.45,30.49,29.24,29.29,19144600,29.29
2012-12-14,30.26,30.72,30.10,30.33,19463200,30.33
2012-12-13,29.49,30.60,29.35,30.13,22914800,30.13
2012-12-12,28.73,29.66,28.58,29.57,21947000,29.57
2012-12-11,29.51,29.67,28.84,28.86,22527200,28.86
2012-12-10,29.74,30.11,29.53,29.88,13489500,29.88
2012-12-07,30.04,30.75,29.40,29.44,23921300,29.44
2012-12-06,30.18,30.80,30.07,30.54,19715000,30.54
2012-12-05,30.72,31.43,30.02,30.16,30933700,30.16
2012-12-04,30.39,31.15,29.99,30.67,28430400,30.67
2012-12-03,28.89,30.30,28.81,30.24,25913000,30.24
2012-11-30,28.84,29.90,28.83,29.62,25845500,29.62
2012-11-29,29.05,29.76,28.93,29.10,28546600,29.10
2012-11-28,30.87,31.49,29.41,29.44,37060900,29.44
2012-11-27,29.54,30.46,29.30,30.36,28117600,30.36
2012-11-26,30.56,30.72,29.70,29.74,25634400,29.74
2012-11-23,30.60,30.89,30.00,30.00,12989200,30.00
2012-11-21,31.08,31.65,30.50,31.34,20043000,31.34
2012-11-20,31.33,31.88,31.07,31.16,23853300,31.16
2012-11-19,33.45,33.47,31.65,31.70,32010000,31.70
2012-11-16,35.93,37.22,34.64,34.68,45973800,34.68
2012-11-15,35.98,37.49,35.31,36.32,44678700,36.32
2012-11-14,33.85,36.58,33.75,36.00,37522000,36.00
2012-11-13,35.55,35.82,33.93,34.85,30131600,34.85
2012-11-12,36.74,36.77,34.68,34.79,23188300,34.79
2012-11-09,37.59,37.64,36.01,37.18,38381700,37.18
2012-11-08,36.89,37.43,36.03,37.19,41314800,37.19
2012-11-07,35.08,37.42,34.83,36.95,55967300,36.95
2012-11-06,35.28,35.65,33.86,34.33,30753400,34.33
2012-11-05,35.36,36.46,35.18,35.56,26069200,35.56
2012-11-02,33.57,35.09,33.44,34.93,33127900,34.93
2012-11-01,36.70,36.78,33.99,34.05,30035700,34.05
2012-10-31,35.59,37.43,35.54,37.01,25659000,37.01
2012-10-26,36.43,37.36,35.81,36.30,32034500,36.30
2012-10-25,36.17,37.36,35.96,36.48,30721100,36.48
2012-10-24,36.67,37.73,36.60,37.47,28554300,37.47
2012-10-23,36.45,37.70,36.22,37.26,43218400,37.26
2012-10-22,34.85,35.94,34.52,34.55,30559600,34.55
2012-10-19,33.19,35.33,33.15,34.99,38510200,34.99
2012-10-18,33.20,33.41,32.48,32.88,25422900,32.88
2012-10-17,33.32,33.72,32.78,32.98,23164700,32.98
2012-10-16,33.58,33.87,33.22,33.39,21460500,33.39
2012-10-15,35.10,35.83,34.08,34.22,26886900,34.22
2012-10-12,34.52,35.64,34.19,35.38,16374500,35.38
2012-10-11,34.99,35.33,34.58,35.01,13249100,35.01
2012-10-10,35.58,36.38,35.33,35.55,30179400,35.55
2012-10-09,34.57,36.16,34.39,35.98,20837000,35.98
2012-10-08,34.58,34.85,34.16,34.52,13708100,34.52
2012-10-05,33.51,34.53,33.12,34.12,38797500,34.12
2012-10-04,8.77,8.85,8.65,8.65,2485200,34.60
2012-10-03,8.91,9.12,8.74,8.88,8937100,35.52
2012-10-02,8.95,9.21,8.88,8.88,8755100,35.52
2012-10-01,8.77,9.14,8.54,9.09,9855900,36.36
2012-09-28,8.91,9.07,8.71,9.00,12624000,36.00
2012-09-27,9.27,9.42,8.70,8.73,13877600,34.92
2012-09-26,9.40,9.78,9.26,9.57,18034200,38.28
2012-09-25,8.48,9.25,8.47,9.25,13915200,37.00
2012-09-24,8.79,8.84,8.50,8.57,10177800,34.28
2012-09-21,8.76,8.84,8.57,8.70,10816200,34.80
2012-09-20,8.92,9.08,8.75,8.75,12692400,35.00
2012-09-19,8.69,8.90,8.67,8.85,9743500,35.40
2012-09-18,9.16,9.24,8.82,8.86,9617400,35.44
2012-09-17,9.33,9.34,9.07,9.07,9382800,36.28
2012-09-14,8.70,9.23,8.55,9.18,15549200,36.72
2012-09-13,9.58,9.75,8.81,8.87,18820100,35.48
2012-09-12,9.64,9.91,9.51,9.58,9838800,38.32
2012-09-11,9.89,10.01,9.61,9.86,12247500,39.44
2012-09-10,9.55,9.95,9.24,9.93,12212500,39.72
2012-09-07,9.79,9.81,9.37,9.41,14635000,37.64
2012-09-06,10.89,10.89,9.95,9.98,18493600,39.92
2012-09-05,11.39,11.44,11.06,11.12,10203800,44.48
2012-09-04,11.57,11.77,11.41,11.43,8543700,45.72
2012-08-31,11.71,11.98,11.43,11.51,11868200,46.04
2012-08-30,11.93,12.04,11.78,11.92,7660400,47.68
2012-08-29,11.60,11.69,11.37,11.66,6359700,46.64
2012-08-28,11.59,11.67,11.41,11.64,7772600,46.56
2012-08-27,11.24,11.46,11.14,11.44,7224800,45.76
2012-08-24,11.96,11.99,11.25,11.33,9155300,45.32
2012-08-23,11.64,11.97,11.61,11.81,9989000,47.24
2012-08-22,11.71,11.83,11.45,11.60,12314600,46.40
2012-08-21,11.05,11.60,11.02,11.50,11964800,46.00
2012-08-20,11.29,11.50,11.17,11.20,9394900,44.80
2012-08-17,11.40,11.56,11.11,11.20,9345200,44.80
2012-08-16,11.71,11.92,11.51,11.51,8674700,46.04
2012-08-15,11.77,11.83,11.46,11.75,7044900,47.00
2012-08-14,11.20,11.77,11.14,11.75,10407700,47.00
2012-08-13,11.48,11.51,11.13,11.13,8743400,44.52
2012-08-10,11.76,11.84,11.42,11.42,7544600,45.68
2012-08-09,11.78,11.96,11.51,11.63,7766000,46.52
2012-08-08,12.15,12.25,11.67,11.71,8224900,46.84
2012-08-07,11.69,12.22,11.61,12.22,7183800,48.88
2012-08-06,11.98,12.05,11.72,11.86,7465000,47.44
2012-08-03,12.54,12.63,12.14,12.16,10784400,48.64
2012-08-02,13.66,13.83,13.03,13.03,12772600,52.12
2012-08-01,13.38,13.66,13.17,13.34,10683900,53.36
2012-07-31,13.52,13.67,13.25,13.64,7314000,54.56
2012-07-30,12.89,13.30,12.73,13.26,8101700,53.04
2012-07-27,12.80,13.16,12.72,12.99,10766100,51.96
2012-07-26,13.56,13.87,13.32,13.35,11520400,53.40
2012-07-25,14.59,15.10,14.21,14.45,10193000,57.80
2012-07-24,14.07,15.09,14.03,14.66,13400400,58.64
2012-07-23,14.27,14.72,13.82,14.06,14250000,56.24
2012-07-20,12.94,13.34,12.75,13.20,11074700,52.80
2012-07-19,12.78,13.05,12.55,12.55,8112000,50.20
2012-07-18,12.79,12.94,12.50,12.85,8827700,51.40
2012-07-17,12.99,13.37,12.62,12.70,11675000,50.80
2012-07-16,13.32,13.50,13.06,13.18,7477100,52.72
2012-07-13,13.97,13.99,13.34,13.35,11167100,53.40
2012-07-12,14.38,14.72,13.84,14.14,10957200,56.56
2012-07-11,14.49,14.74,13.91,14.06,9781400,56.24
2012-07-10,13.91,14.78,13.70,14.53,11348600,58.12
2012-07-09,14.17,14.50,13.98,14.14,7045600,56.56
2012-07-06,14.81,14.83,14.21,14.26,8659000,57.04
2012-07-05,13.99,14.56,13.99,14.40,10853000,57.60
2012-07-03,14.12,14.15,13.70,13.90,6957100,55.60
2012-07-02,14.87,15.07,14.17,14.22,13059200,56.88
2012-06-29,15.33,15.58,15.11,15.21,13514400,60.84
2012-06-28,16.97,17.30,16.24,16.26,12501500,65.04
2012-06-27,16.41,16.84,16.18,16.81,7540100,67.24
2012-06-26,16.67,17.35,16.44,16.67,10774400,66.68
2012-06-25,16.98,17.38,16.87,17.14,9552300,68.56
2012-06-22,17.04,17.35,15.80,15.89,13820800,63.56
2012-06-21,15.93,17.71,15.76,17.70,16622800,70.80
2012-06-20,16.60,17.25,15.91,15.93,17053800,63.72
2012-06-19,16.37,16.88,16.27,16.63,12739200,66.52
2012-06-18,18.39,18.56,16.92,16.97,16274200,67.88
2012-06-15,19.14,19.42,18.16,18.49,12049000,73.96
2012-06-14,20.44,20.76,19.30,19.33,15473100,77.32
2012-06-13,20.08,20.93,19.52,20.61,13866000,82.44
2012-06-12,19.80,20.49,19.48,19.60,15641800,78.40
2012-06-11,17.75,20.01,17.62,19.95,14943700,79.80
2012-06-08,19.57,19.68,18.40,18.40,11266000,73.60
2012-06-07,18.78,19.59,18.66,19.46,14814400,77.84
2012-06-06,20.53,20.70,19.64,19.65,11863400,78.60
2012-06-05,21.88,21.91,21.02,21.17,11714100,84.68
2012-06-04,22.12,22.88,21.60,21.67,14985300,86.68
2012-06-01,22.39,22.65,21.77,22.58,19063900,90.32
2012-05-31,20.72,21.78,20.11,20.82,15933900,83.28
2012-05-30,19.76,20.56,19.76,20.55,13001600,82.20
2012-05-29,19.61,20.00,19.17,19.22,10916200,76.88
2012-05-25,20.40,20.53,20.10,20.21,8958400,80.84
2012-05-24,20.13,21.20,19.99,20.42,14468500,81.68
2012-05-23,21.16,21.80,20.04,20.27,22740600,81.08
2012-05-22,19.68,21.27,18.77,20.61,13368500,82.44
2012-05-21,22.27,22.58,19.89,19.90,18680900,79.60
2012-05-18,20.88,22.79,20.73,22.36,22462500,89.44
2012-05-17,19.92,21.04,19.66,21.00,19060900,84.00
2012-05-16,19.10,20.15,18.78,20.07,14914300,80.28
2012-05-15,18.53,19.47,18.18,19.43,14359300,77.72
2012-05-14,18.22,18.50,17.96,18.45,13063600,73.80
2012-05-11,17.66,17.69,16.91,17.48,8972400,69.92
2012-05-10,17.24,17.48,16.99,17.21,9657300,68.84
2012-05-09,17.96,18.30,17.21,17.75,15038900,71.00
2012-05-08,17.31,18.20,17.02,17.12,15074200,68.48
2012-05-07,17.65,17.70,16.77,16.96,9108400,67.84
2012-05-04,16.70,17.50,16.64,17.23,11495700,68.92
2012-05-03,16.05,16.75,15.94,16.54,9375000,66.16
2012-05-02,16.39,16.56,16.02,16.19,7465600,64.76
2012-05-01,16.51,16.57,15.83,16.01,8223200,64.04
2012-04-30,16.40,16.66,16.28,16.55,7278600,66.20
2012-04-27,16.18,16.52,16.05,16.19,9693200,64.76
2012-04-26,16.85,16.94,16.08,16.23,9995100,64.92
2012-04-25,17.20,17.27,16.77,16.82,10997200,67.28
2012-04-24,18.26,18.38,17.91,17.91,7342800,71.64
2012-04-23,18.67,19.03,18.24,18.36,11444400,73.44
2012-04-20,17.97,18.00,17.57,17.77,10333200,71.08
2012-04-19,18.18,18.88,17.77,18.38,12616000,73.52
2012-04-18,18.15,18.45,17.74,18.25,10892800,73.00
2012-04-17,18.32,18.40,17.72,17.99,11539600,71.96
2012-04-16,18.60,19.63,18.41,18.99,12731600,75.96
2012-04-13,18.24,19.32,18.22,19.29,13580500,77.16
2012-04-12,19.75,19.86,18.20,18.31,13480100,73.24
2012-04-11,19.49,20.14,19.25,20.04,12165600,80.16
2012-04-10,19.08,20.55,18.81,20.50,19272300,82.00
2012-04-09,18.93,19.00,18.25,18.98,10179800,75.92
2012-04-05,17.93,18.00,17.39,17.86,9787800,71.44
2012-04-04,17.95,18.35,17.31,17.48,13347900,69.92
2012-04-03,16.71,17.59,16.57,17.10,11301800,68.40
2012-04-02,16.90,16.98,16.19,16.79,8984400,67.16
2012-03-30,16.54,17.23,16.50,16.78,11059000,67.12
2012-03-29,18.41,18.41,17.07,17.24,14020700,68.96
2012-03-28,17.19,18.85,16.91,17.33,18667200,69.32
2012-03-27,15.93,17.25,15.84,17.20,12011600,68.80
2012-03-26,16.63,16.65,15.57,15.67,13815600,62.68
2012-03-23,18.45,18.77,17.22,17.30,16888200,69.20
2012-03-22,19.19,19.51,18.35,18.58,15335400,74.32
2012-03-21,18.93,19.20,18.14,18.36,14144000,73.44
2012-03-20,20.73,20.88,19.31,19.32,12447700,77.28
2012-03-19,21.43,21.51,20.10,20.26,14776100,81.04
2012-03-16,21.48,21.83,21.38,21.56,9345000,86.24
2012-03-15,22.17,22.45,21.59,21.62,9482000,86.48
2012-03-14,21.09,22.49,21.02,21.94,13695900,87.76
2012-03-13,21.61,21.85,21.07,21.25,13196700,85.00
2012-03-12,23.01,23.07,22.19,22.27,9147400,89.08
2012-03-09,23.46,23.52,22.84,23.34,9062000,93.36
2012-03-08,24.12,24.26,23.65,23.80,7378200,95.20
2012-03-07,25.67,25.86,24.69,24.73,7194600,98.92
2012-03-06,25.73,26.25,25.22,26.03,12895400,104.12
2012-03-05,24.42,24.70,24.05,24.19,7758400,96.76
2012-03-02,24.07,24.49,23.88,24.28,6752100,97.12
2012-03-01,24.39,24.55,23.92,24.14,8321000,96.56
2012-02-29,24.54,25.17,24.07,24.52,11015500,98.08
2012-02-28,25.58,25.63,24.86,24.96,6699400,99.84
2012-02-27,25.94,26.06,24.49,25.31,8644100,101.24
2012-02-24,23.81,25.19,23.63,25.05,9300600,100.20
2012-02-23,25.84,26.10,23.95,24.13,8924200,96.52
2012-02-22,26.73,26.81,25.76,25.81,9894700,103.24
2012-02-21,26.24,26.95,26.20,26.56,7755100,106.24
2012-02-17,26.49,27.28,26.26,26.60,6910100,106.40
2012-02-16,28.70,29.21,26.84,26.94,10533400,107.76
2012-02-15,26.76,28.24,26.74,28.02,11612200,112.08
2012-02-14,26.11,28.16,26.09,26.52,11346000,106.08
2012-02-13,26.36,26.76,25.72,25.76,8053600,103.04
2012-02-10,27.03,29.46,26.77,27.87,12008400,111.48
2012-02-09,24.59,25.72,24.40,25.67,7057900,102.68
2012-02-08,23.92,24.63,23.80,24.48,5517700,97.92
2012-02-07,23.80,24.25,23.68,23.95,4823900,95.80
2012-02-06,24.21,24.28,23.70,23.72,4044200,94.88
2012-02-03,24.28,24.56,23.95,23.99,6139900,95.96
2012-02-02,25.69,25.82,25.30,25.33,4659400,101.32
2012-02-01,26.25,26.50,25.75,26.13,4355800,104.52
2012-01-31,26.31,27.13,26.13,26.86,4468700,107.44
2012-01-30,27.02,27.25,26.50,26.86,4587500,107.44
2012-01-27,27.03,27.07,25.97,26.07,4213500,104.28
2012-01-26,26.10,27.05,25.99,26.64,5334400,106.56
2012-01-25,27.82,28.18,26.54,26.65,6332500,106.60
2012-01-24,28.39,28.50,27.67,27.82,4345900,111.28
2012-01-23,28.38,28.58,27.50,27.72,5563600,110.88
2012-01-20,29.45,29.63,28.34,28.42,4308200,113.68
2012-01-19,29.65,30.07,29.23,29.31,4333000,117.24
2012-01-18,31.06,31.43,30.06,30.15,3955100,120.60
2012-01-17,30.48,31.48,29.98,31.22,4093800,124.88
2012-01-13,31.34,32.46,31.33,31.49,5276300,125.96
2012-01-12,30.96,32.15,30.64,30.66,3922900,122.64
2012-01-11,30.92,31.24,30.77,31.16,2915000,124.64
2012-01-10,30.31,30.82,30.01,30.64,3314300,122.56
2012-01-09,31.47,31.75,31.06,31.30,2398200,125.20
2012-01-06,32.03,32.64,31.40,31.76,3622400,127.04
2012-01-05,33.45,33.81,32.20,32.25,2661200,129.00
2012-01-04,34.12,34.49,32.94,33.01,2766300,132.04
2012-01-03,33.91,34.13,33.40,33.67,2496600,134.68
2011-12-30,34.92,35.61,34.77,35.53,1259600,142.12
2011-12-29,35.54,35.59,34.90,34.98,1556000,139.92
2011-12-28,34.21,35.98,34.15,35.88,2572800,143.52
2011-12-27,34.56,34.72,34.00,34.39,1374000,137.56
2011-12-23,33.51,34.96,33.33,34.69,2180300,138.76
2011-12-22,33.03,34.23,32.36,33.83,3418000,135.32
2011-12-21,35.85,36.39,33.74,33.76,4486400,135.04
2011-12-20,36.83,36.89,36.13,36.22,3216700,144.88
2011-12-19,38.59,38.93,37.75,38.59,3888400,154.36
2011-12-16,37.90,39.49,37.85,39.00,3879200,156.00
2011-12-15,39.27,39.75,38.68,39.14,3567700,156.56
2011-12-14,40.62,41.66,40.01,40.77,4642900,163.08
2011-12-13,39.97,41.45,39.07,40.61,5442900,162.44
2011-12-12,41.46,42.32,40.80,40.82,3600800,163.28
2011-12-09,43.07,43.21,40.54,40.61,4064200,162.44
2011-12-08,43.03,44.05,42.56,43.71,4634000,174.84
2011-12-07,41.05,42.74,41.00,41.73,4152000,166.92
2011-12-06,40.66,40.97,40.00,40.54,2873700,162.16
2011-12-05,38.95,41.17,38.91,40.69,4358900,162.76
2011-12-02,39.71,40.87,39.00,40.79,4298100,163.16
2011-12-01,41.97,42.12,40.54,40.82,3586600,163.28
2011-11-30,42.85,43.19,41.64,41.81,3909900,167.24
2011-11-29,46.37,46.97,45.43,45.88,4240000,183.52
2011-11-28,45.87,47.33,45.44,46.82,4048200,187.28
2011-11-25,48.73,49.35,47.70,49.20,2497400,196.80
2011-11-23,47.53,48.64,47.22,48.60,5301800,194.40
2011-11-22,47.78,48.21,46.34,46.42,6028900,185.68
2011-11-21,49.28,49.51,47.11,47.54,6755900,190.16
2011-11-18,47.16,48.50,46.82,46.89,6279400,187.56
2011-11-17,46.63,49.43,46.15,48.44,9011200,193.76
2011-11-16,45.53,46.62,43.85,46.29,6585700,185.16
2011-11-15,45.44,45.82,43.66,44.13,5851000,176.52
2011-11-14,44.17,45.42,44.06,44.62,4616600,178.48
2011-11-11,43.74,43.88,42.96,43.54,3975000,174.16
2011-11-10,45.60,48.19,45.27,45.48,7710000,181.92
2011-11-09,43.92,48.80,43.44,48.52,8756700,194.08
2011-11-08,42.24,43.50,40.75,40.82,5391700,163.28
2011-11-07,43.41,44.59,42.75,42.82,4449800,171.28
2011-11-04,43.44,44.80,42.47,43.25,4797200,173.00
2011-11-03,43.26,46.00,42.19,42.31,6125400,169.24
2011-11-02,44.30,46.08,44.02,44.50,5923300,178.00
2011-11-01,46.16,47.24,44.26,45.92,11197800,183.68
2011-10-31,37.86,40.11,37.55,40.11,4858600,160.44
2011-10-28,37.22,37.54,35.94,36.26,2676200,145.04
2011-10-27,37.73,38.72,36.09,36.45,4674800,145.80
2011-10-26,42.16,45.30,41.83,42.03,5673800,168.12
2011-10-25,41.62,44.17,41.59,43.80,6115300,175.20
2011-10-24,43.32,43.32,41.00,41.17,4074600,164.68
2011-10-21,44.57,45.35,43.70,43.79,4715900,175.16
2011-10-20,46.25,48.25,45.68,46.32,7824700,185.28
2011-10-19,42.73,46.73,42.30,45.87,5629600,183.48
2011-10-18,44.70,46.32,41.45,43.00,7944700,172.00
2011-10-17,40.63,44.91,40.57,44.66,6353200,178.64
2011-10-14,41.13,42.11,40.32,40.46,4528800,161.84
2011-10-13,43.40,44.76,42.79,42.88,5316800,171.52
2011-10-12,44.49,44.66,42.16,42.97,6409100,171.88
2011-10-11,47.20,47.26,45.77,46.04,4270100,184.16
2011-10-10,48.25,48.33,46.60,46.61,4030500,186.44
2011-10-07,48.48,51.19,48.44,50.22,8149800,200.88
2011-10-06,50.42,51.40,49.36,49.38,5568300,197.52
2011-10-05,52.16,53.13,50.07,50.26,7628300,201.04
2011-10-04,58.26,59.18,52.52,52.85,12125000,211.40
2011-10-03,54.51,56.97,53.14,56.84,10652400,227.36
2011-09-30,51.77,53.59,50.79,53.37,8099300,213.48
2011-09-29,49.07,52.25,48.50,49.86,8036800,199.44
2011-09-28,47.17,50.81,46.65,50.73,7127800,202.92
2011-09-27,46.46,48.13,45.55,47.64,7231200,190.56
2011-09-26,49.43,51.30,48.47,48.60,8430400,194.40
2011-09-23,50.22,51.12,49.20,50.34,8982000,201.36
2011-09-22,49.13,51.36,47.83,49.84,15660100,199.36
2011-09-21,42.67,45.24,42.12,45.21,7409300,180.84
2011-09-20,42.55,43.09,41.38,42.88,7972600,171.52
2011-09-19,43.49,44.33,42.44,42.94,8028400,171.76
2011-09-16,42.06,43.03,41.35,41.55,7355600,166.20
2011-09-15,43.59,44.04,42.34,42.38,6840000,169.52
2011-09-14,45.25,46.96,43.59,44.60,9400500,178.40
2011-09-13,45.95,47.29,45.65,45.85,10094600,183.40
2011-09-12,47.96,49.15,46.03,46.25,11730600,185.00
2011-09-09,43.12,46.38,42.84,45.83,12068200,183.32
2011-09-08,41.78,42.14,40.45,41.86,7688000,167.44
2011-09-07,41.43,41.92,41.02,41.19,5626600,164.76
2011-09-06,45.30,45.33,42.61,42.72,10120300,170.88
2011-09-02,41.40,41.90,40.81,41.48,8650400,165.92
2011-09-01,38.89,39.53,37.84,39.49,8943100,157.96
2011-08-31,38.50,39.44,37.78,38.96,9507300,155.84
2011-08-30,39.18,39.97,38.38,38.90,8326400,155.60
2011-08-29,39.49,39.68,38.48,38.50,6616400,154.00
2011-08-26,43.25,44.10,40.32,41.07,14892400,164.28
2011-08-25,39.78,42.74,39.25,41.73,12160900,166.92
2011-08-24,41.73,42.15,39.64,40.90,10807000,163.60
2011-08-23,43.73,44.74,41.52,41.77,14729900,167.08
2011-08-22,40.13,44.43,38.85,43.86,14738300,175.44
2011-08-19,43.03,43.11,39.92,42.55,18546200,170.20
2011-08-18,36.66,41.37,36.55,40.47,25551300,161.88
2011-08-17,32.39,33.90,32.09,33.53,10498900,134.12
2011-08-16,32.92,34.00,32.28,32.87,13993300,131.48
2011-08-15,33.05,33.55,32.12,32.18,10851100,128.72
2011-08-12,32.67,34.23,32.22,34.13,14369700,136.52
2011-08-11,34.58,35.53,32.86,33.78,20896000,135.12
2011-08-10,32.67,35.44,32.28,35.17,12714600,140.68
2011-08-09,33.45,36.08,31.24,31.26,30448400,125.04
2011-08-08,33.08,35.63,31.89,34.78,35750600,139.12
2011-08-05,27.66,33.25,27.20,30.31,29979800,121.24
2011-08-04,25.04,28.90,24.86,28.89,23835400,115.56
2011-08-03,24.06,25.20,23.66,24.08,14070600,96.32
2011-08-02,23.16,23.99,22.60,23.97,10835400,95.88
2011-08-01,22.16,23.93,22.05,22.41,11735500,89.64
2011-07-29,24.62,24.98,23.28,23.41,12540800,93.64
2011-07-28,23.44,24.02,22.64,23.84,9233000,95.36
2011-07-27,22.41,23.44,22.39,23.30,10883100,93.20
2011-07-26,21.62,22.17,21.53,22.00,5995000,88.00
2011-07-25,21.40,21.59,21.06,21.52,5195100,86.08
2011-07-22,20.70,21.09,20.54,20.73,5160000,82.92
2011-07-21,21.46,21.61,20.83,20.88,7753500,83.52
2011-07-20,22.07,22.52,21.95,22.04,5395700,88.16
2011-07-19,23.16,23.22,22.41,22.52,6782800,90.08
2011-07-18,23.63,24.12,23.55,23.64,8973300,94.56
2011-07-15,23.13,23.99,22.82,23.16,9206100,92.64
2011-07-14,22.30,23.96,22.29,23.38,12744100,93.52
2011-07-13,22.10,22.83,21.47,22.57,8025200,90.28
2011-07-12,22.49,22.60,21.56,22.57,9015600,90.28
2011-07-11,21.36,22.12,21.09,22.02,9168500,88.08
